date,ICE Libor USD 1 week,BNP Paribas,Bank of America,Bank of Tokyo Mitsubishi UFJ,Barclays,Citibank,Credit Suisse,Crédit Agricole CIB,Deutsche Bank,HSBC,JP Morgan,Lloyds Bank,Norinchukin Bank,RBS,Rabobank,Royal Bank of Canada,Societe Generale,Sumitomo Mitsui Banking Corporation,UBS
5/13/11,0.16845,0.14,0.15,0.19,0.17,0.17,0.165,0.1725,0.14,0.155,0.15,0.18,0.2,0.18,0.16,0.165,0.175,0.19,0.162
5/6/11,0.17185,0.15,0.15,0.19,0.17,0.18,0.165,0.1725,0.14,0.165,0.15,0.18,0.2,0.18,0.16,0.175,0.175,0.21,0.166
4/29/11,0.1775,0.15,0.15,0.2,0.18,0.18,0.17,0.185,0.14,0.18,0.16,0.18,0.21,0.19,0.17,0.175,0.185,0.21,0.17
4/22/11,0.18035,0.15,0.16,0.2,0.18,0.18,0.18,0.185,0.14,0.18,0.16,0.18,0.22,0.2,0.17,0.175,0.1925,0.21,0.171
4/15/11,0.1808,0.15,0.16,0.2,0.18,0.18,0.175,0.185,0.14,0.18,0.17,0.18,0.22,0.21,0.17,0.175,0.2,0.23,0.173
4/8/11,0.1995,0.15,0.19,0.22,0.19,0.2,0.19,0.2,0.15,0.18,0.18,0.22,0.25,0.21,0.18,0.205,0.215,0.26,0.195
4/1/11,0.2233,0.19,0.22,0.24,0.21,0.24,0.22,0.23,0.17,0.19,0.19,0.24,0.27,0.23,0.2,0.22,0.235,0.27,0.218
3/25/11,0.23025,0.2,0.23,0.26,0.21,0.24,0.23,0.235,0.19,0.21,0.2,0.24,0.28,0.24,0.19,0.2375,0.235,0.27,0.225
3/18/11,0.2387,0.2,0.23,0.25,0.25,0.24,0.24,0.25,0.2,0.21,0.21,0.24,0.27,0.25,0.19,0.24,0.24,0.27,0.227
3/11/11,0.2434,0.22,0.23,0.25,0.25,0.24,0.25,0.25,0.2,0.21,0.21,0.25,0.27,0.25,0.19,0.24,0.245,0.27,0.229
3/4/11,0.247,0.22,0.24,0.26,0.25,0.24,0.26,0.25,0.21,0.22,0.21,0.25,0.28,0.25,0.21,0.25,0.25,0.27,0.23
2/25/11,0.2505,0.22,0.25,0.26,0.25,0.24,0.26,0.25,0.23,0.23,0.22,0.26,0.28,0.25,0.21,0.25,0.26,0.27,0.235
2/18/11,0.251,0.23,0.25,0.26,0.25,0.24,0.27,0.25,0.23,0.235,0.23,0.26,0.29,0.25,0.22,0.255,0.26,0.27,0.235
2/11/11,0.2525,0.235,0.25,0.26,0.25,0.25,0.27,0.25,0.23,0.24,0.23,0.26,0.29,0.25,0.22,0.255,0.26,0.27,0.235
2/4/11,0.253,0.245,0.25,0.26,0.25,0.25,0.27,0.25,0.23,0.24,0.23,0.26,0.29,0.25,0.23,0.255,0.27,0.27,0.235
1/28/11,0.25375,,0.25,0.27,0.25,0.25,0.27,,0.23,0.245,0.23,0.26,0.29,0.25,0.23,0.255,0.275,,0.235
1/21/11,0.25375,,0.25,0.27,0.25,0.25,0.27,,0.23,0.245,0.23,0.26,0.29,0.25,0.23,0.255,0.275,,0.235
1/14/11,0.25438,,0.25,0.27,0.25,0.25,0.27,,0.23,0.25,0.23,0.26,0.29,0.25,0.23,0.255,0.27,,0.235
1/7/11,0.25438,,0.25,0.27,0.25,0.25,0.28,,0.23,0.25,0.23,0.26,0.29,0.25,0.23,0.255,0.27,,0.235
12/31/10,0.25438,,0.25,0.28,0.25,0.25,0.27,,0.23,0.25,0.23,0.26,0.32,0.25,0.22,0.255,0.27,,0.235
12/24/10,0.25438,,0.25,0.28,0.25,0.25,0.29,,0.23,0.25,0.22,0.26,0.3,0.25,0.22,0.255,0.27,,0.235
12/17/10,0.25344,,0.25,0.27,0.25,0.245,0.27,,0.23,0.25,0.22,0.26,0.28,0.25,0.22,0.255,0.2675,,0.235
12/10/10,0.25469,,0.25,0.27,0.25,0.245,0.27,,0.23,0.25,0.22,0.26,0.28,0.26,0.23,0.255,0.2675,,0.235
12/3/10,0.255,,0.25,0.27,0.25,0.245,0.27,,0.23,0.25,0.22,0.26,0.28,0.26,0.235,0.255,0.27,,0.235
11/26/10,0.25203,,0.25,0.27,0.24,0.245,0.27,,0.22,0.25,0.22,0.26,0.28,0.26,0.23,0.2525,0.25875,,0.23
11/19/10,0.24953,,0.25,0.27,0.22,0.245,0.26,,0.23,0.25,0.22,0.26,0.28,0.25,0.23,0.2525,0.25875,,0.23
11/12/10,0.24828,,0.25,0.27,0.22,0.245,0.26,,0.23,0.25,0.22,0.25,0.28,0.25,0.23,0.2525,0.25875,,0.23
11/5/10,0.24828,,0.25,0.27,0.22,0.245,0.26,,0.23,0.25,0.22,0.25,0.28,0.25,0.23,0.2525,0.25875,,0.23
10/29/10,0.24841,,0.25,0.28,0.22,0.245,0.26,,0.23,0.25,0.23,0.25,0.28,0.25,0.23,0.2525,0.25875,,0.231
10/22/10,0.2515,,0.25,0.28,0.22,0.245,0.26,,0.23,0.25,0.23,0.25,0.28,0.27,0.23,0.2525,0.2625,,0.242
10/15/10,0.2515,,0.25,0.28,0.22,0.245,0.26,,0.23,0.25,0.23,0.25,0.28,0.27,0.23,0.2525,0.2625,,0.242
10/8/10,0.25025,,0.25,0.28,0.22,0.245,0.26,,0.23,0.24,0.23,0.25,0.28,0.27,0.23,0.2525,0.2625,,0.242
10/1/10,0.25025,,0.25,0.28,0.22,0.245,0.26,,0.23,0.24,0.23,0.25,0.28,0.27,0.235,0.2525,0.2625,,0.242
9/24/10,0.25025,,0.25,0.28,0.22,0.245,0.26,,0.23,0.24,0.23,0.25,0.27,0.27,0.23,0.2525,0.2625,,0.242
9/17/10,0.2515,,0.25,0.28,0.24,0.245,0.26,,0.24,0.25,0.23,0.25,0.27,0.27,0.23,0.2525,0.2625,,0.242
9/10/10,0.2515,,0.25,0.28,0.24,0.245,0.26,,0.24,0.25,0.23,0.25,0.27,0.27,0.23,0.2525,0.2625,,0.242
9/3/10,0.25181,,0.25,0.28,0.24,0.245,0.26,,0.24,0.25,0.23,0.25,0.28,0.27,0.23,0.255,0.2625,,0.242
8/27/10,0.25281,,0.25,0.28,0.24,0.245,0.26,,0.25,0.25,0.23,0.25,0.28,0.27,0.23,0.255,0.2625,,0.242
8/20/10,0.25656,,0.25,0.29,0.24,0.245,0.26,,0.25,0.26,0.24,0.25,0.3,0.28,0.24,0.26,0.2775,,0.243
8/13/10,0.26206,,0.25,0.31,0.25,0.26,0.26,,0.25,0.27,0.24,0.25,0.32,0.29,0.24,0.27,0.2825,,0.254
8/6/10,0.28019,,0.27,0.32,0.29,0.27,0.27,,0.25,0.28,0.26,0.25,0.33,0.3,0.26,0.29,0.2975,,0.274
7/30/10,0.29313,,0.27,0.33,0.31,0.29,0.3,,0.25,0.29,0.27,0.25,0.34,0.3,0.26,0.31,0.305,,0.28
7/23/10,0.30944,,0.29,0.35,0.32,0.3,0.32,,0.27,0.3,0.29,0.25,0.35,0.34,0.26,0.315,0.3325,,0.298
7/16/10,0.31375,,0.3,0.36,0.32,0.3,0.32,,0.26,0.3,0.3,0.3,0.37,0.35,0.29,0.32,0.345,,0.305
7/9/10,0.32063,,0.32,0.38,0.32,0.3,0.34,,0.27,0.31,0.3,0.3,0.39,0.36,0.3,0.32,0.35,,0.305
7/2/10,0.32875,,0.33,0.4,0.32,0.32,0.35,,0.27,0.31,0.3,0.3,0.4,0.38,0.32,0.33,0.35,,0.308
6/25/10,0.32875,,0.33,0.4,0.32,0.32,0.36,,0.28,0.31,0.3,0.3,0.38,0.38,0.31,0.33,0.35,,0.308
6/18/10,0.32875,,0.33,0.39,0.32,0.32,0.35,,0.27,0.32,0.3,0.3,0.38,0.38,0.31,0.33,0.35,,0.309
6/11/10,0.32938,,0.34,0.39,0.32,0.32,0.35,,0.3,0.32,0.3,0.3,0.38,0.4,0.31,0.33,0.345,,0.31
6/4/10,0.33,,0.34,0.39,0.32,0.32,0.35,,0.3,0.32,0.3,0.3,0.38,0.4,0.31,0.33,0.345,,0.315
5/28/10,0.33125,,0.34,0.39,0.33,0.32,0.35,,0.3,0.32,0.3,0.31,0.37,0.42,0.29,0.33,0.345,,0.315
5/21/10,0.32213,,0.32,0.36,0.3,0.305,0.35,,0.31,0.31,0.3,0.3,0.35,0.38,0.27,0.315,0.345,,0.322
5/14/10,0.315,,0.32,0.35,0.3,0.3,0.33,,0.3,0.31,0.3,0.29,0.33,0.35,0.27,0.31,0.3425,,0.32
5/7/10,0.32313,,0.32,0.35,0.3,0.3,0.37,,0.3,0.3,0.3,0.3,0.37,0.4,0.265,0.36,0.335,,0.32
4/30/10,0.26625,,0.27,0.3,0.25,0.25,0.29,,0.27,0.265,0.24,0.25,0.28,0.28,0.24,0.265,0.285,,0.242
4/23/10,0.25625,,0.26,0.28,0.24,0.22,0.28,,0.25,0.26,0.23,0.25,0.28,0.26,0.23,0.255,0.275,,0.239
4/16/10,0.24713,,0.25,0.28,0.22,0.215,0.27,,0.22,0.25,0.21,0.25,0.27,0.26,0.23,0.245,0.2675,,0.242
4/9/10,0.24013,,0.25,0.27,0.22,0.215,0.27,,0.21,0.23,0.21,0.24,0.27,0.26,0.215,0.235,0.26,,0.236
4/2/10,0.23388,,0.23,0.27,0.22,0.215,0.27,,0.2,0.23,0.21,0.24,0.27,0.23,0.215,0.235,0.253,,0.236
3/26/10,0.235,,0.23,0.27,0.22,0.215,0.28,,0.19,0.23,0.21,0.25,0.27,0.23,0.215,0.235,0.25,,0.235
3/19/10,0.235,,0.24,0.25,0.2,0.215,0.25,,0.19,0.23,0.22,0.23,0.26,0.25,0.21,0.2325,0.2475,,0.23
3/12/10,0.21,,0.21,0.25,0.18,0.205,0.22,,0.18,0.21,0.19,0.22,0.24,0.21,0.2,0.215,0.226,,0.21
3/5/10,0.20938,,0.21,0.25,0.18,0.205,0.23,,0.17,0.21,0.19,0.21,0.24,0.21,0.21,0.215,0.225,,0.205
2/26/10,0.20688,,0.21,0.25,0.18,0.205,0.21,,0.16,0.2,0.19,0.21,0.24,0.21,0.2,0.215,0.2225,,0.21
2/19/10,0.20875,,0.21,0.25,0.18,0.205,0.22,,0.16,0.21,0.19,0.21,0.24,0.21,0.2,0.215,0.23,,0.21
2/12/10,0.20875,,0.21,0.25,0.18,0.205,0.22,,0.16,0.2,0.19,0.21,0.24,0.24,0.2,0.215,0.23,,0.21
2/5/10,0.20875,,0.21,0.25,0.18,0.205,0.22,,0.16,0.21,0.19,0.21,0.24,0.21,0.2,0.215,0.225,,0.21
1/29/10,0.20625,,0.21,0.25,0.18,0.205,0.22,,0.16,0.2,0.19,0.21,0.24,0.2,0.2,0.215,0.225,,0.21
1/22/10,0.20875,,0.21,0.25,0.18,0.205,0.22,,0.16,0.2,0.19,0.21,0.24,0.23,0.2,0.215,0.225,,0.21
1/15/10,0.2075,,0.21,0.25,0.18,0.205,0.2,,0.16,0.21,0.19,0.21,0.24,0.25,0.2,0.215,0.225,,0.21
1/8/10,0.20813,,0.21,0.26,0.18,0.205,0.2,,0.16,0.21,0.19,0.21,0.24,0.25,0.2,0.22,0.225,,0.21
1/1/10,0.21375,,0.21,0.26,0.18,0.205,0.22,,0.14,0.21,0.19,0.21,0.23,0.23,0.205,0.22,0.225,,0.21
12/25/09,0.215,,0.21,0.3,0.18,0.205,0.26,,0.15,0.21,0.19,0.21,0.25,0.23,0.205,0.22,0.225,,0.21
12/18/09,0.2125,,0.21,0.26,0.18,0.205,0.22,,0.15,0.21,0.19,0.19,0.24,0.23,0.2,0.22,0.225,,0.21
12/11/09,0.21281,,0.21,0.26,0.18,0.205,0.22,,0.16,0.21,0.19,0.21,0.24,0.23,0.2,0.2125,0.225,,0.21
12/4/09,0.21563,,0.21,0.26,0.18,0.205,0.22,,0.17,0.22,0.19,0.21,0.25,0.24,0.2,0.225,0.225,,0.21
11/27/09,0.215,,0.21,0.26,0.18,0.205,0.25,,0.17,0.22,0.19,0.21,0.25,0.24,0.2,0.225,0.21,,0.21
11/20/09,0.215,,0.21,0.25,0.18,0.205,0.22,,0.16,0.22,0.19,0.17,0.25,0.25,0.2,0.225,0.23,,0.21
11/13/09,0.21625,,0.21,0.25,0.18,0.205,0.22,,0.17,0.22,0.19,0.17,0.25,0.26,0.21,0.225,0.23,,0.21
11/6/09,0.21688,,0.21,0.26,0.18,0.205,0.22,,0.18,0.22,0.19,0.18,0.27,0.26,0.21,0.23,0.24,,0.21
10/30/09,0.22125,,0.21,0.26,0.18,0.21,0.22,,0.18,0.23,0.19,0.22,0.27,0.25,0.21,0.23,0.23,,0.22
10/23/09,0.22688,,0.21,0.26,0.2,0.22,0.22,,0.18,0.24,0.2,0.23,0.27,0.26,0.21,0.23,0.25,,0.235
10/16/09,0.23188,,0.22,0.27,0.2,0.225,0.22,,0.2,0.24,0.2,0.23,0.29,0.26,0.21,0.235,0.25,,0.235
10/9/09,0.23,,0.22,0.27,0.2,0.225,0.22,,0.2,0.24,0.21,0.21,0.3,0.27,0.21,0.24,0.25,,0.235
10/2/09,0.23563,,0.23,0.27,0.2,0.23,0.22,,0.19,0.24,0.21,0.24,0.3,0.28,0.21,0.24,0.25,,0.235
9/25/09,0.24063,,0.24,0.27,0.21,0.23,0.25,,0.22,0.24,0.21,0.24,0.29,0.31,0.22,0.245,0.24,,0.24
9/18/09,0.24188,,0.24,0.28,0.21,0.23,0.25,,0.2,0.25,0.2,0.23,0.28,0.31,0.22,0.245,0.25,,0.24
9/11/09,0.24025,,0.24,0.28,0.21,0.23,0.25,,0.2,0.25,0.2,0.24,0.28,0.32,0.23,0.24,0.23,,0.242
9/4/09,0.24875,,0.24,0.28,0.22,0.23,0.25,,0.21,0.26,0.2,0.25,0.29,0.32,0.22,0.26,0.25,,0.25
8/28/09,0.24875,,0.24,0.28,0.23,0.23,0.25,,0.21,0.26,0.21,0.25,0.3,0.33,0.22,0.26,0.25,,0.25
8/21/09,0.25438,,0.24,0.3,0.25,0.23,0.25,,0.22,0.27,0.2,0.25,0.3,0.33,0.22,0.265,0.26,,0.25
8/14/09,0.26,,0.25,0.3,0.26,0.24,0.25,,0.23,0.27,0.2,0.26,0.3,0.33,0.23,0.27,0.27,,0.25
8/7/09,0.2625,,0.25,0.3,0.25,0.24,0.27,,0.22,0.27,0.21,0.27,0.3,0.33,0.23,0.27,0.27,,0.25
7/31/09,0.25875,,0.25,0.32,0.25,0.25,0.25,,0.21,0.27,0.2,0.26,0.3,0.31,0.23,0.27,0.27,,0.25
7/24/09,0.2625,,0.25,0.35,0.24,0.255,0.28,,0.2,0.27,0.22,0.27,0.3,0.32,0.23,0.275,0.24,,0.26
7/17/09,0.26688,,0.25,0.33,0.26,0.255,0.28,,0.21,0.28,0.22,0.27,0.32,0.33,0.23,0.28,0.24,,0.26
7/10/09,0.27125,,0.25,0.33,0.26,0.255,0.28,,0.22,0.29,0.23,0.28,0.3,0.3,0.23,0.29,0.24,,0.265
7/3/09,0.2825,,0.26,0.35,0.27,0.26,0.3,,0.23,0.3,0.24,0.29,0.3,0.33,0.23,0.295,0.24,,0.285
6/26/09,0.29438,,0.26,0.4,0.3,0.275,0.34,,0.23,0.3,0.24,0.3,0.3,0.35,0.25,0.31,0.27,,0.3
6/19/09,0.28875,,0.27,0.35,0.3,0.27,0.3,,0.2,0.28,0.23,0.29,0.32,0.35,0.25,0.3,0.28,,0.29
6/12/09,0.29,,0.25,0.35,0.3,0.24,0.3,,0.2,0.28,0.23,0.295,0.32,0.33,0.25,0.305,0.3,,0.29
6/5/09,0.29125,,0.25,0.35,0.29,0.265,0.3,,0.2,0.28,0.23,0.3,0.32,0.35,0.22,0.305,0.3,,0.29
5/29/09,0.29125,,0.25,0.35,0.29,0.26,0.3,,0.22,0.29,0.22,0.3,0.32,0.35,0.2,0.31,0.29,,0.29
5/22/09,0.28188,,0.25,0.32,0.23,0.275,0.3,,0.2,0.3,0.23,0.27,0.32,0.35,0.2,0.29,0.29,,0.28
5/15/09,0.28813,,0.25,0.35,0.29,0.275,0.3,,0.23,0.3,0.24,0.29,0.34,0.42,0.23,0.31,0.24,,0.29
5/8/09,0.3075,,0.26,0.35,0.32,0.29,0.3,,0.25,0.35,0.25,0.31,0.35,0.45,0.26,0.31,0.27,,0.31
5/1/09,0.33125,,0.28,0.35,0.33,0.32,0.3,,0.24,0.37,0.25,0.33,0.36,0.45,0.44,0.34,0.28,,0.32
4/24/09,0.32125,,0.28,0.38,0.32,0.32,0.3,,0.24,0.35,0.26,0.32,0.38,0.5,0.31,0.33,0.27,,0.32
4/17/09,0.3475,,0.3,0.4,0.37,0.33,0.35,,0.26,0.35,0.28,0.35,0.39,0.5,0.31,0.36,0.27,,0.36
4/10/09,0.36875,,0.33,0.43,0.35,0.37,0.35,,0.3,0.38,0.32,0.38,0.41,0.5,0.35,0.39,0.31,,0.38
4/3/09,0.3875,,0.33,0.43,0.4,0.39,0.35,,0.33,0.44,0.35,0.4,0.42,0.58,0.35,0.4,0.35,,0.39
3/27/09,0.46063,,0.33,0.55,0.45,0.45,0.5,,0.38,0.49,0.41,0.45,0.54,0.6,0.4,0.455,0.43,,0.46
3/20/09,0.39875,,0.33,0.45,0.42,0.4,0.4,,0.3,0.45,0.35,0.35,0.42,0.55,0.36,0.4,0.39,,0.4
3/13/09,0.405,,0.33,0.45,0.45,0.4,0.4,,0.33,0.41,0.36,0.41,0.42,0.57,0.38,0.41,0.37,,0.41
3/6/09,0.395,,0.35,0.42,0.45,0.35,0.4,,0.28,0.43,0.32,0.39,0.41,0.55,0.38,0.4,0.36,,0.4
2/27/09,0.3775,,0.3,0.42,0.4,0.35,0.35,,0.3,0.42,0.31,0.37,0.4,0.52,0.37,0.38,0.36,,0.39
2/20/09,0.36875,,0.3,0.4,0.37,0.34,0.45,,0.3,0.4,0.31,0.35,0.4,0.5,0.32,0.37,0.36,,0.36
2/13/09,0.35875,,0.35,0.38,0.35,0.35,0.4,,0.3,0.4,0.3,0.36,0.38,0.5,0.35,0.36,0.35,,0.37
2/6/09,0.36125,,0.35,0.38,0.35,0.32,0.35,,0.3,0.4,0.3,0.36,0.38,0.55,0.35,0.39,,,0.36
1/30/09,0.32375,,0.25,0.35,0.35,0.31,0.35,,0.25,0.32,0.25,0.31,0.35,0.5,0.35,0.32,,,0.32
1/23/09,0.2975,,0.25,0.35,0.3,0.28,0.4,,0.25,0.3,0.23,0.28,0.32,0.45,0.32,0.3,,,0.3
1/16/09,0.24313,,0.2,0.3,0.25,0.25,0.25,,0.14,0.27,0.21,0.24,0.25,0.4,0.245,0.25,,,0.25
1/9/09,0.2475,,0.15,0.3,0.2,0.24,0.3,,0.15,0.3,0.18,0.24,0.3,0.4,0.28,0.27,,,0.25
1/2/09,0.31375,,0.2,0.4,0.25,0.3,0.45,,0.2,0.35,0.2,0.3,0.4,0.5,0.38,0.38,,,0.35
12/26/08,0.44,,0.3,0.65,0.3,0.45,0.75,,0.45,0.5,0.3,0.3,0.85,0.75,0.48,0.25,,,0.49
12/19/08,0.26,,0.15,0.32,0.25,0.22,0.3,,0.15,0.3,0.1,0.22,0.3,0.6,0.25,0.25,,,0.26
12/12/08,0.3625,,0.3,0.4,0.4,0.3,0.4,,0.25,0.4,0.2,0.25,0.55,0.48,0.3,0.35,,,0.35
12/5/08,0.91875,,0.8,1,1,0.85,0.75,,0.75,1,0.6,0.85,1,1,0.75,1.05,,,0.95
11/28/08,1.21125,,1.2,1.2,1.5,1.05,1.3,,1.15,1.3,0.95,1.15,1.3,1.55,1,1.17,,,1.22
11/21/08,1.03875,,1,1.1,1.25,0.75,1.25,,0.85,1.1,0.65,0.9,1.1,1.4,0.96,1,,,1.05
11/14/08,0.9125,,0.75,1,1,0.55,1,,0.6,1,0.55,0.8,1.1,1.3,0.6,0.9,,,1
11/7/08,0.8625,,0.75,0.9,1,0.6,1,,0.7,1.1,0.5,0.8,0.9,1.2,0.65,0.85,,,0.9
10/31/08,1.31875,,1,1.5,1.25,1.25,1.5,,1,1.5,0.75,1.3,1.7,1.2,0.75,1.45,,,1.25
10/24/08,2.1625,,2,2.5,2.25,2.25,2,,1.5,2.2,1.75,2.15,2.5,2.55,2,2.2,,,2.25
10/17/08,3.15625,,2.75,3.25,4,3.1,3,,2.75,3.25,2.85,3.15,3.8,3.35,3.25,3.3,,,3.25
10/10/08,4.6875,,5,4.75,5,4.65,5,,4.3,4,3.75,4.25,5,4.5,3.5,4.8,,,4.75
10/3/08,4.04875,,5,4.25,4.25,4,4.3,,3.6,3.75,3.75,3.8,4.25,3.5,3,4.09,,,4
9/26/08,3.96875,,4.25,4.3,4.75,3.95,4,,3.6,3.75,3.8,3.9,4.2,3.59,3.6,3.9,,,4
9/19/08,3.83125,,3.5,4.5,4.5,3.75,4.5,,3,3.75,3.25,4,4.25,3.75,3.75,3.5,,,3.9
9/12/08,2.34,,2.37,2.35,2.35,2.34,2.3,,2.3,2.35,2.31,2.35,2.35,2.33,2.35,2.34,,,2.35
9/5/08,2.37563,,2.4,2.42,2.41,2.365,2.35,,2.3,2.38,2.36,2.35,2.38,2.35,2.4,2.38,,,2.39
8/29/08,2.40625,,2.4,2.43,2.42,2.4,2.35,,2.4,2.45,2.39,2.38,2.45,2.4,2.42,2.41,,,2.39
8/22/08,2.4175,,2.4,2.48,2.41,2.4,2.45,,2.36,2.41,2.39,2.4,2.47,2.45,2.45,2.41,,,2.41
8/15/08,2.39813,,2.42,2.43,2.4,2.395,2.4,,2.33,2.39,2.38,2.4,2.43,2.38,2.43,2.39,,,2.39
8/8/08,2.40875,,2.44,2.45,2.4,2.4,2.4,,2.33,2.42,2.39,2.38,2.46,2.35,2.4,2.4,,,2.41
8/1/08,2.41375,,2.4,2.48,2.42,2.42,2.4,,2.37,2.4,2.4,2.43,2.47,2.38,2.43,2.42,,,2.42
7/25/08,2.38938,,2.37,2.42,2.4,2.36,2.45,,2.3,2.4,2.36,2.38,2.45,2.42,2.38,2.375,,,2.4
7/18/08,2.37438,,2.4,2.45,2.39,2.37,2.35,,2.25,2.42,2.37,2.4,2.42,2.3,2.31,2.385,,,2.38
7/11/08,2.41125,,2.4,2.48,2.45,2.41,2.4,,2.35,2.42,2.4,2.42,2.45,2.33,2.4,2.42,,,2.42
7/4/08,2.45,,2.44,2.5,2.45,2.44,2.5,,2.4,2.45,2.45,2.45,2.5,2.38,2.46,2.44,,,2.46
6/27/08,2.46875,,2.65,2.55,2.45,2.48,2.45,,2.38,2.45,2.44,2.5,2.5,2.45,2.5,2.44,,,2.47
6/20/08,2.6975,,2.6,2.8,2.7,2.65,2.75,,2.7,2.8,2.68,2.65,2.8,2.66,2.75,2.65,,,2.69
6/13/08,2.2975,,2.27,2.33,2.3,2.29,2.3,,2.2,2.3,2.28,2.32,2.31,2.3,2.32,2.29,,,2.3
6/6/08,2.34125,,2.35,2.38,2.35,2.33,2.35,,2.25,2.35,2.3,2.35,2.4,2.3,2.31,2.34,,,2.3
5/30/08,2.43,,2.5,2.43,2.45,2.45,2.45,,2.4,2.45,2.39,2.4,2.55,2.45,2.4,2.41,,,2.39
5/23/08,2.29375,,2.3,2.33,2.27,2.27,2.3,,2.25,2.3,2.29,2.28,2.34,2.31,2.25,2.28,,,2.3
5/16/08,2.3975,,2.4,2.41,2.42,2.38,2.4,,2.35,2.43,2.39,2.4,2.45,2.4,2.33,2.37,,,2.39
5/9/08,2.4225,,2.4,2.5,2.43,2.43,2.4,,2.4,2.5,2.38,2.37,2.45,2.36,2.45,2.4,,,2.42
5/2/08,2.605,,2.65,2.65,2.6,2.58,2.6,,2.58,2.65,2.57,2.59,2.63,2.45,2.65,2.57,,,2.59
4/25/08,2.78875,,2.8,2.81,2.85,2.78,2.75,,2.72,2.75,2.79,2.8,2.85,2.75,2.75,2.81,,,2.78
4/18/08,2.80625,,2.85,2.83,2.85,2.78,2.85,,2.81,2.8,2.77,2.79,2.85,2.73,2.78,2.85,,,2.79
4/11/08,2.75125,,2.85,2.77,2.78,2.74,2.75,,2.65,2.75,2.75,2.7,2.85,2.76,2.7,2.77,,,2.74
4/4/08,2.86125,,2.8,2.95,2.85,2.89,2.85,,2.8,2.9,2.9,2.88,2.95,2.81,2.8,2.86,,,2.8
3/28/08,2.97,,3,3,3.1,2.8,3,,2.85,3,2.95,3,2.95,2.91,2.95,2.9,,,2.85
3/21/08,2.7625,,2.85,2.7,2.78,2.72,2.7,,2.7,2.8,2.75,2.65,2.8,2.85,2.9,2.75,,,2.62
3/14/08,2.76,,2.8,2.74,2.72,2.76,2.75,,2.7,2.85,2.77,2.78,2.84,2.75,2.75,2.75,,,2.77
3/7/08,3.10688,,3.13,3.1,3.11,3.09,3.1,,3.07,3.14,3.11,3.1,3.12,3.09,3.1,3.115,,,3.1
2/29/08,3.1375,,3.16,3.15,3.14,3.12,3.1,,3.1,3.14,3.14,3.15,3.17,3.13,3.12,3.14,,,3.12
2/22/08,3.135,,3.14,3.16,3.18,3.13,3.12,,3.08,3.14,3.12,3.12,3.15,3.18,3.13,3.14,,,3.13
2/15/08,3.13625,,3.2,3.13,3.18,3.13,3.1,,3.09,3.13,3.12,3.16,3.14,3.16,3.13,3.13,,,3.1
2/8/08,3.10875,,3.13,3.12,3.11,3.11,3.15,,3.07,3.1,3.07,3.11,3.1,3.12,3.13,3.1,,,3.12
2/1/08,3.14875,,3.15,3.17,3.17,3.13,3.12,,3.12,3.16,3.12,3.16,3.14,3.15,3.14,3.14,,,3.15
1/25/08,3.39625,,3.38,3.4,3.43,3.39,3.35,,3.3,3.35,3.4,3.4,3.45,3.425,3.35,3.42,,,3.4
1/18/08,4.285,,4.3,4.29,4.28,4.29,4.27,,4.25,4.3,4.23,4.28,4.28,4.3,4.28,4.28,,,4.27
1/11/08,4.30875,,4.32,4.32,4.33,4.28,4.3,,4.26,4.28,4.27,4.33,4.32,4.37,4.37,4.31,,,4.3
1/4/08,4.4775,,4.5,4.48,4.48,4.47,4.5,,4.368,4.53,4.43,4.45,4.55,4.42,4.5,4.48,,,4.46
12/28/07,4.4725,,4.4,4.5,4.5,4.45,4.65,,4.35,4.52,4.48,4.5,4.45,4.39,4.5,4.45,,,4.55
12/21/07,5.09375,,5.15,5.12,5.15,5.03,5.05,,5.15,5.1,5.15,5,5.2,4.8,5,5.2,,,5
12/14/07,4.3525,,4.35,4.37,4.37,4.36,4.33,,4.33,4.35,4.35,4.36,4.35,4.32,4.36,4.36,,,4.34
12/7/07,4.73625,,4.78,4.75,4.73,4.8,4.75,,4.8,4.75,4.73,4.7,4.73,4.72,4.68,4.73,,,4.65
11/30/07,4.87375,,4.9,4.88,4.93,4.85,4.92,,4.8,4.85,4.9,4.88,4.87,4.75,4.82,4.86,,,4.82
11/23/07,4.77,,4.8,4.78,4.83,4.75,4.75,,4.75,4.77,4.76,4.78,4.8,4.8,4.75,4.77,,,4.74
11/16/07,4.7425,,4.75,4.76,4.82,4.72,4.75,,4.7,4.77,4.75,4.72,4.75,4.68,4.75,4.75,,,4.7
11/9/07,4.62625,,4.63,4.63,4.63,4.61,4.62,,4.62,4.63,4.63,4.63,4.62,4.63,4.62,4.63,,,4.59
11/2/07,4.65,,4.65,4.64,4.67,4.63,4.63,,4.6,4.66,4.65,4.65,4.65,4.65,4.65,4.66,,,4.62
10/26/07,4.8,,4.8,4.8,4.8,4.81,4.79,,4.75,4.8,4.8,4.76,4.82,4.8,4.81,4.8,,,4.79
10/19/07,4.86125,,4.9,4.85,4.86,4.84,4.85,,4.84,4.85,4.88,4.87,4.89,4.87,4.87,4.87,,,4.85
10/12/07,4.9475,,4.95,4.96,4.98,4.93,4.95,,4.93,4.95,4.95,4.95,5.01,4.95,4.92,4.95,,,4.9
10/5/07,5.02625,,5,5.05,5.05,4.98,5.05,,5.03,5.07,5.03,5.02,5.08,5,5,5.03,,,5.05
