date,avg,Bank of Tokyo Mitsubishi UFJ,Barclays,Credit Agricole CIB,Deutsche Bank,HSBC,JP Morgan,Lloyds Bank,Mizuho,Norinchukin Bank,RBS,Societe Generale,Sumitomo Mitsui Banking Corporation,UBS
05/30/2008,0.99625,0.94,1.01,,0.99,1.08,1,0.99,1,0.96,0.99,1.1,0.95,0.98
05/23/2008,0.98875,0.94,0.99,,0.98,1.08,0.99,1.15,0.99,0.96,0.97,1.11,0.95,0.97
05/16/2008,0.985,0.94,0.98,,0.99,1.04,0.98,1.06,0.98,0.96,0.99,1.13,0.94,0.97
05/09/2008,0.9775,0.93,0.98,,0.99,1.07,0.98,1.04,0.97,0.96,0.98,1.13,0.94,0.97
05/02/2008,0.98406,0.93,0.99,,0.99,1.05,0.98,1.04,0.98,0.96,1,1.15,0.94,0.99
04/25/2008,0.98,0.94,0.99,,0.99,1.08,0.97,1.1,0.97,0.96,1.03,1.05,0.94,0.98
04/18/2008,0.98,0.92,0.99,,1,1.04,0.98,1,0.98,0.96,1.02,1.06,0.95,0.97
04/11/2008,0.99875,0.92,1,,0.99,1.06,1,1.11,1,0.98,1,1.03,0.95,0.98
04/04/2008,0.9825,0.95,0.98,,0.98,1,0.98,1.03,0.98,0.98,0.98,1,0.95,0.98
03/28/2008,1.0025,0.96,1,,1.03,1.05,0.98,1.06,1,0.98,1.04,1.04,0.95,0.95
03/21/2008,1.02625,0.96,1.05,,1.04,1.06,1.02,1.2,1.03,1,1.02,1.04,1,0.97
03/14/2008,1.02875,0.97,1.05,,1.06,1.03,1.05,1,1.04,1,1.01,1.04,1,1.02
03/07/2008,1.03625,0.96,1.08,,1.08,1.04,1.02,1.12,1.05,0.99,1.02,1.07,1.01,1
02/29/2008,1.01625,0.95,1.03,,1.01,1.01,1.01,1.06,1.03,0.96,1.01,1.04,0.97,1.01
02/22/2008,0.955,0.93,0.99,,0.96,0.96,0.94,0.97,0.96,0.96,0.97,0.98,0.93,0.92
02/15/2008,0.96375,0.92,0.98,,0.97,0.95,0.96,0.97,0.96,0.96,0.97,0.97,0.93,0.94
02/08/2008,0.9525,0.88,0.96,,0.96,0.94,0.95,1,0.96,0.94,0.93,0.96,0.9,0.95
02/01/2008,0.9175,0.88,0.92,,0.91,0.92,0.91,0.94,0.92,0.92,0.91,0.94,0.89,0.89
01/25/2008,0.935,0.9,0.93,,0.93,0.93,0.93,0.95,0.94,0.94,0.93,0.94,0.9,0.9
01/18/2008,0.955,0.9,0.96,,0.95,0.95,0.96,0.99,0.97,0.96,0.95,0.95,0.92,0.91
01/11/2008,0.97,0.9,0.97,,0.96,0.97,0.98,1,0.98,0.96,0.97,0.95,0.93,0.91
01/04/2008,0.975,0.91,1.01,,0.97,1,0.95,1,0.99,0.96,0.97,1,0.93,0.92
12/28/2007,0.98075,0.92,1.02,,0.96,0.98,0.94,1,1,0.97,0.97,1,0.94,0.94
12/21/2007,1.02625,0.94,1.04,,1.01,1.05,1.01,1.06,1.04,1.02,1.02,1.02,0.99,0.94
12/14/2007,1.06875,1,1.1,,1.06,1.09,1.03,1.12,1.08,1.07,1.1,1.06,1.05,1.03
12/07/2007,1.06375,1.01,1.1,,1.06,1.1,1.03,1.11,1.08,1.07,1.05,1.07,1.04,0.99
11/30/2007,1.03625,0.98,1.04,,1.03,1.06,1.03,1.08,1.04,1.04,1.03,1.04,1.01,0.99
11/23/2007,0.99313,0.97,0.99,,0.98,1.03,1,1.06,1.01,0.98,0.98,1.03,0.98,0.91
11/16/2007,0.97875,0.98,0.97,,0.96,0.98,0.99,1,1,0.98,0.97,1.01,0.97,0.92
11/09/2007,0.9625,0.96,0.97,,0.95,0.96,0.97,0.99,0.96,0.96,0.91,0.97,0.96,0.91
11/02/2007,0.97688,0.98,1,,0.97,0.97,0.98,1,0.98,0.98,0.97,0.99,0.97,0.94
10/26/2007,1.0075,1.02,1,,1,1.03,1.01,0.96,1.04,1.03,1,0.99,1,0.96
10/19/2007,1.0525,1.03,1.03,,1.05,1.05,1.06,1.05,1.06,1.06,1.05,1.05,1.05,1
10/12/2007,1.07375,1.04,1.07,,1.07,1.07,1.08,1.09,1.08,1.08,1.07,1.09,1.05,1.07
10/05/2007,1.085,1.04,1.06,,1.08,1.09,1.1,1.1,1.1,1.09,1.08,1.11,1.05,1.05
09/28/2007,1.1,1.04,1.13,,1.1,1.1,1.11,1.12,1.11,1.09,1.1,1.11,1.07,1.09
09/21/2007,1.0825,1.02,1.15,,1.08,1.09,1.09,1.1,1.09,1.08,1.09,1.1,1.03,1.01
09/14/2007,1.0855,1,1.11,,1.09,1.1,1.09,1.1,1.08,1.08,1.06,1.1,1.03,1.05
09/07/2007,1.0575,1,1.05,,1.09,1.07,1.06,1.06,1.05,1.06,1.06,1.05,1.07,0.95
08/31/2007,1.0675,1,1.05,,1.09,1.04,1.07,1.06,1.06,1.06,1.09,1.1,1.11,1.09
08/24/2007,1.125,1,1.12,,1.11,1.15,1.14,1.1,1.13,1.14,1.14,1.1,1.14,1.14
08/17/2007,1.03375,0.96,1.04,,1.06,1.02,1.03,1.03,1.03,1.02,1.05,1.08,1.03,1.14
08/10/2007,1.00875,0.94,0.9,,1,1,1.03,1.03,1.04,0.98,0.94,1.05,1.02,0.95
08/03/2007,0.87875,0.86,0.88,,0.86,0.87,0.88,0.9,0.89,0.88,0.88,0.89,0.88,0.87
07/27/2007,0.865,0.86,0.84,,0.86,0.86,0.87,0.87,0.89,0.87,0.86,0.86,0.88,0.87
07/20/2007,0.87406,0.87,0.87,,0.87,0.87,0.88,0.87,0.89,0.87,0.87,0.89,0.88,0.91
07/13/2007,0.86625,0.86,0.88,,0.87,0.85,0.87,0.85,0.89,0.87,0.86,0.87,0.87,0.88
07/06/2007,0.86375,0.87,0.86,,0.85,0.84,0.86,0.85,0.88,0.86,0.85,0.87,0.88,0.895
06/29/2007,0.86031,0.86,0.85,,0.85,0.86,0.86,0.86,0.87,0.86,0.83,0.85,0.86,0.88
06/22/2007,0.84563,0.85,0.84,,0.84,0.84,0.84,0.83,0.86,0.85,0.85,0.86,0.86,0.87
06/15/2007,0.85125,0.84,0.84,,0.84,0.85,0.85,0.86,0.86,0.85,0.84,0.86,0.86,0.85
06/08/2007,0.8225,0.84,0.84,,0.81,0.82,0.81,0.83,0.82,0.81,0.81,0.845,0.83,0.82
06/01/2007,0.79,0.79,0.8,,0.79,0.78,0.79,0.8,0.78,0.79,0.78,0.81,0.79,0.78
05/25/2007,0.76625,0.74,0.79,,0.76,0.77,0.76,0.78,0.77,0.75,0.75,0.78,0.77,0.78
05/18/2007,0.75313,0.73,0.76,,0.74,0.76,0.75,0.75,0.76,0.74,0.77,0.74,0.76,0.745
05/11/2007,0.7475,0.73,0.75,,0.74,0.75,0.76,0.74,0.75,0.74,0.76,0.75,0.76,0.74
05/04/2007,0.7425,0.73,0.74,,0.73,0.74,0.75,0.72,0.75,0.73,0.75,0.75,0.75,0.74
04/27/2007,0.74063,0.73,0.73,,0.73,0.73,0.75,0.75,0.75,0.73,0.75,0.74,0.75,0.73
04/20/2007,0.72125,0.72,0.74,,0.71,0.71,0.72,0.74,0.72,0.72,0.71,0.73,0.72,0.72
04/13/2007,0.69188,0.69,0.71,,0.69,0.68,0.69,0.69,0.7,0.7,0.69,0.7,0.7,0.695
04/06/2007,0.6975,0.69,0.72,,0.7,0.69,0.69,0.69,0.7,0.7,0.7,0.7,0.71,0.71
03/30/2007,0.70438,0.7,0.72,,0.71,0.7,0.71,0.7,0.71,0.7,0.7,0.71,0.71,0.7
03/23/2007,0.73375,0.74,0.73,,0.74,0.74,0.73,0.7,0.74,0.72,0.73,0.73,0.74,0.75
03/16/2007,0.73125,0.72,0.73,,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.76,0.74,0.74
03/09/2007,0.7175,0.72,0.73,,0.73,0.71,0.72,0.7,0.72,0.71,0.72,0.73,0.72,0.71
03/02/2007,0.73625,0.73,0.73,,0.72,0.73,0.74,0.72,0.74,0.72,0.73,0.74,0.75,0.745
02/23/2007,0.6925,0.7,0.7,,0.69,0.69,0.69,0.68,0.69,0.69,0.69,0.71,0.7,0.68
02/16/2007,0.64,0.64,0.64,,0.64,0.64,0.64,0.63,0.64,0.61,0.65,0.64,0.65,0.64
02/09/2007,0.6025,0.6,0.59,,0.6,0.6,0.61,0.58,0.61,0.6,0.6,0.59,0.61,0.625
02/02/2007,0.59563,0.6,0.59,,0.58,0.58,0.6,0.58,0.6,0.6,0.59,0.6,0.6,0.61
01/26/2007,0.58,0.59,0.58,,0.59,0.57,0.57,0.59,0.59,0.6,0.57,0.57,0.59,0.58
01/19/2007,0.5975,0.6,0.59,,0.6,0.6,0.59,0.57,0.6,0.6,0.59,0.6,0.61,0.61
01/12/2007,0.66313,0.66,0.67,,0.66,0.66,0.66,0.66,0.67,0.63,0.66,0.67,0.67,0.67
01/05/2007,0.66125,0.66,0.66,,0.65,0.67,0.66,0.66,0.67,0.63,0.66,0.66,0.67,0.65
12/29/2006,0.63063,0.63,0.63,,0.64,0.63,0.63,0.65,0.63,0.63,0.64,0.66,0.63,0.63
12/22/2006,0.60938,0.6,0.61,,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.62,0.61,0.6
12/15/2006,0.62375,0.62,0.63,,0.62,0.63,0.62,0.61,0.62,0.61,0.62,0.64,0.63,0.64
12/08/2006,0.665,0.66,0.66,,0.65,0.69,0.66,0.67,0.67,0.63,0.66,0.68,0.68,0.64
12/01/2006,0.6025,0.6,0.61,,0.59,0.61,0.6,0.61,0.61,0.59,0.6,0.62,0.61,0.59
11/24/2006,0.5975,0.6,0.6,,0.59,0.59,0.6,0.6,0.6,0.58,0.62,0.61,0.61,0.59
11/17/2006,0.59313,0.59,0.59,,0.59,0.59,0.59,0.59,0.6,0.58,0.62,0.61,0.6,0.59
11/10/2006,0.54588,0.55,0.57,,0.55,0.55,0.55,0.54,0.54,0.54,0.53,0.57,0.56,0.56
11/03/2006,0.54,0.53,0.55,,0.54,0.54,0.54,0.53,0.54,0.54,0.54,0.53,0.55,0.54
10/27/2006,0.53125,0.53,0.53,,0.54,0.51,0.53,0.51,0.54,0.54,0.51,0.56,0.54,0.515
10/20/2006,0.54938,0.54,0.57,,0.55,0.54,0.55,0.55,0.55,0.54,0.54,0.56,0.55,0.56
10/13/2006,0.5175,0.52,0.55,,0.52,0.5,0.52,0.52,0.52,0.51,0.51,0.55,0.52,0.51
10/06/2006,0.495,0.5,0.52,,0.49,0.48,0.49,0.49,0.5,0.49,0.5,0.5,0.5,0.49
09/29/2006,0.48625,0.49,0.51,,0.49,0.47,0.49,0.48,0.49,0.49,0.48,0.48,0.49,0.48
09/22/2006,0.48375,0.48,0.49,,0.47,0.46,0.49,0.47,0.49,0.49,0.47,0.48,0.49,0.49
09/15/2006,0.47875,0.48,0.49,,0.48,0.48,0.48,0.46,0.47,0.48,0.49,0.465,0.48,0.49
09/08/2006,0.46969,0.46,0.5,,0.47,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.48,0.5
09/01/2006,0.455,0.46,0.46,,0.44,0.44,0.45,0.46,0.46,0.46,0.45,0.47,0.46,0.46
08/25/2006,0.4625,0.47,0.46,,0.45,0.46,0.48,0.46,0.47,0.48,0.45,0.47,0.47,0.42
08/18/2006,0.50188,0.5,0.51,,0.495,0.49,0.5,0.5,0.5,0.51,0.48,0.52,0.51,0.48
08/11/2006,0.49688,0.5,0.51,,0.49,0.49,0.5,0.5,0.5,0.51,0.48,0.51,0.5,0.48
08/04/2006,0.49188,0.5,0.49,,0.485,0.47,0.49,0.51,0.49,0.5,0.49,0.51,0.5,0.48
07/28/2006,0.485,0.48,0.49,,0.47,0.48,0.49,0.5,0.49,0.5,0.48,0.5,0.49,0.44
07/21/2006,0.47125,0.48,0.47,,0.47,0.45,0.48,0.48,0.5,0.49,0.46,0.47,0.49,0.43
07/14/2006,0.491,0.5,0.47,,0.5,0.49,0.49,0.49,0.51,0.49,0.47,0.48,0.5,0.44
07/07/2006,0.48406,0.48,0.5,,0.48,0.48,0.48,0.5,0.48,0.47,0.5,0.5,0.49,0.46
06/30/2006,0.4475,0.46,0.45,,0.44,0.44,0.44,0.46,0.44,0.43,0.45,0.45,0.46,0.43
06/23/2006,0.43,0.43,0.43,,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.4
06/16/2006,0.4025,0.4,0.41,,0.4,0.41,0.4,0.42,0.41,0.4,0.38,0.41,0.41,0.38
06/09/2006,0.39375,0.4,0.39,,0.39,0.4,0.39,0.4,0.4,0.39,0.39,0.41,0.4,0.35
06/02/2006,0.41125,0.4,0.41,,0.42,0.42,0.41,0.4,0.4,0.38,0.42,0.41,0.42,0.38
05/26/2006,0.39938,0.38,0.42,,0.4,0.41,0.41,0.43,0.4,0.36,0.4,0.41,0.39,0.395
05/19/2006,0.31875,0.3,0.32,,0.31,0.33,0.32,0.31,0.32,0.3,0.31,0.33,0.33,0.305
05/12/2006,0.32,0.29,0.33,,0.3,0.33,0.32,0.32,0.32,0.27,0.32,0.33,0.32,0.35
05/05/2006,0.205,0.18,0.2,,0.21,0.21,0.2,0.21,0.2,0.2,0.22,0.22,0.21,0.19
04/28/2006,0.19188,0.18,0.19,,0.185,0.21,0.19,0.2,0.2,0.2,0.19,0.21,0.21,0.17
04/21/2006,0.18375,0.16,0.19,,0.17,0.21,0.18,0.2,0.18,0.18,0.21,0.2,0.19,0.16
04/14/2006,0.18188,0.16,0.19,,0.16,0.21,0.18,0.18,0.18,0.18,0.19,0.21,0.2,0.175
04/07/2006,0.17625,0.16,0.175,,0.18,0.21,0.17,0.18,0.18,0.18,0.18,0.17,0.19,0.205
03/31/2006,0.16938,0.16,0.2,,0.16,0.18,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.17
03/24/2006,0.15688,0.16,0.155,,0.16,0.16,0.15,0.19,0.18,0.15,0.15,0.16,0.17,0.115
03/17/2006,0.14938,0.14,0.155,,0.14,0.16,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.16
03/10/2006,0.13375,0.12,0.14,,0.11,0.14,0.13,0.17,0.14,0.14,0.12,0.11,0.14,0.13
03/03/2006,0.12375,0.12,0.13,,0.11,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.13,0.11
02/24/2006,0.11375,0.12,0.12,,0.12,0.11,0.1,0.08,0.12,0.12,0.11,0.12,0.12,0.065
02/17/2006,0.10125,0.1,0.1,,0.09,0.1,0.1,0.1,0.1,0.12,0.11,0.11,0.11,0.065
02/10/2006,0.09063,0.1,0.11,,0.09,0.08,0.09,0.08,0.09,0.11,0.09,0.12,0.1,0.06
02/03/2006,0.08688,0.1,0.1,,0.09,0.08,0.08,0.075,0.09,0.11,0.07,0.09,0.1,0.055
01/27/2006,0.0875,0.1,0.095,,0.09,0.08,0.08,0.075,0.09,0.11,0.07,0.09,0.1,0.055
01/20/2006,0.08188,0.08,0.095,,0.09,0.08,0.08,0.075,0.09,0.11,0.07,0.08,0.09,0.055
01/13/2006,0.08125,0.08,0.095,,0.09,0.08,0.07,0.075,0.09,0.11,0.07,0.08,0.09,0.04
01/06/2006,0.0825,0.08,0.095,,0.09,0.08,0.08,0.075,0.09,0.11,0.07,0.08,0.09,0.04
12/30/2005,0.08313,0.08,0.095,,0.09,0.08,0.08,0.075,0.09,0.11,0.07,,0.09,0.04
12/23/2005,0.08188,0.08,0.095,,0.09,0.08,0.08,0.075,0.08,0.11,0.07,,0.09,0.04
12/16/2005,0.08063,0.08,0.09,,0.09,0.08,0.08,0.075,0.08,0.11,0.05,,0.09,0.04
12/09/2005,0.08125,0.08,0.09,,0.09,0.08,0.08,0.075,0.08,0.11,0.05,,0.09,0.04
12/02/2005,0.08063,0.08,0.095,,0.09,0.08,0.08,0.075,0.08,0.11,0.04,,0.09,0.04
11/25/2005,0.08188,0.08,0.095,,0.09,0.08,0.08,0.075,0.08,0.11,0.04,,0.09,0.04
11/18/2005,0.08313,0.08,0.1,,0.09,0.08,0.1,0.075,0.08,0.11,0.04,,0.09,0.04
11/11/2005,0.08,0.08,0.1,,0.09,0.08,0.08,0.075,0.08,0.11,0.05,,0.09,0.04
11/04/2005,0.07875,0.08,0.085,,0.09,0.08,0.07,0.075,0.08,0.11,0.04,,0.08,0.04
10/28/2005,0.07813,0.08,0.085,,0.09,0.08,0.07,0.075,0.08,0.11,0.06,,0.09,0.04
10/21/2005,0.0775,0.08,0.085,,0.09,0.08,0.07,0.075,0.08,0.11,0.06,,0.08,0.04
10/14/2005,0.07688,0.08,0.06,,0.09,0.08,0.08,0.075,0.08,0.11,0.05,,0.08,0.04
10/07/2005,0.07875,0.08,0.085,,0.09,0.08,0.08,0.075,0.08,0.11,0.06,,0.08,0.04
09/30/2005,0.075,0.08,0.08,,0.09,0.07,0.07,0.075,0.07,0.1,0.06,,0.08,0.04
09/23/2005,0.06938,0.07,0.07,,0.09,0.07,0.07,0.06,0.07,0.1,0.04,,0.08,0.04
